id,shop,company,serviceType,city,postalCode,useWeightRange,minWeightGrams,maxWeightGrams,useVolumeRange,minVolumeCm3,maxVolumeCm3,rate,mode,active,createdAt,updatedAt,zoneSurcharge,ageRestrictedSurcharge,ruralSurcharge,signatureSurcharge,minimumCharge,homeDeliveryFee,baseFee,residentialFee
4d33bcdb-16b5-4e5b-8e88-28f415472c36,findash-shipping-2.myshopify.com,MAINFREIGHT,DEPOT_DELIVERY,All,0910,f,,,t,800001,,19.9800,,t,2026-05-28 07:58:26.386,2026-05-28 07:58:26.386,25.00,0.0000,0.0000,0.0000,0.00,,0.00,0.00
7c22e6fa-0348-45ee-8f5b-7a7a3eeb63af,findash-shipping-2.myshopify.com,MAINFREIGHT,DEPOT_DELIVERY,All,0910,f,,,t,,800000,19.9800,,t,2026-05-28 07:58:26.386,2026-05-28 07:58:26.386,25.00,0.0000,0.0000,0.0000,0.00,,0.00,0.00
fac9fceb-e667-44f4-8bd9-a79ee2f59138,findash-shipping-2.myshopify.com,NZP,STANDARD_DELIVERY,Dunedin,9016,t,13001,,f,,,63.8700,,t,2026-05-28 09:20:35.588,2026-06-04 07:20:52.512,0.00,0.0000,0.0000,0.0000,0.00,,0.00,0.00
915549a5-bc4c-4770-8464-f65526e0a3d2,findash-shipping-2.myshopify.com,NZP,STANDARD_DELIVERY,Wellington,6035,t,13001,14000,f,,,16.5100,,t,2026-05-28 09:20:35.588,2026-05-28 09:20:35.588,0.00,2.2800,0.0000,0.0000,0.00,,0.00,0.00
a1e6198a-5ac6-4d1d-ac6e-ad62a9f33f47,findash-shipping-2.myshopify.com,NZP,STANDARD_DELIVERY,Dunedin,9016,t,13001,14000,f,,,29.0000,,t,2026-05-28 09:20:35.588,2026-05-28 09:20:35.588,0.00,0.0000,0.0000,0.0000,0.00,,0.00,0.00
de4e7c90-c8d3-4629-91a3-bdd601417998,findash-shipping-2.myshopify.com,CASTLE,STANDARD_DELIVERY,All,1060,f,,,t,,75000,4.2600,,t,2026-05-28 10:17:12.178,2026-05-28 10:17:12.178,1.00,1.0000,1.0000,1.0000,0.00,,0.00,0.00
d3637bee-2a3a-49c0-900b-19630e7efc96,findash-shipping-2.myshopify.com,CASTLE,STANDARD_DELIVERY,All,0910,f,,,t,,75000,9.3000,,t,2026-05-28 10:17:12.178,2026-05-28 10:17:12.178,1.00,1.0000,1.0000,1.0000,0.00,,0.00,0.00
9ef9b55c-9d1e-42a2-be7a-d60a07ad617a,findash-shipping-2.myshopify.com,CASTLE,STANDARD_DELIVERY,All,2473,f,,,t,,75000,9.3000,,t,2026-05-28 10:17:12.178,2026-05-28 10:17:12.178,1.00,1.0000,1.0000,1.0000,0.00,,0.00,0.00
378c788d-8571-454e-93f7-0e6f2d919e98,findash-shipping-2.myshopify.com,CASTLE,STANDARD_DELIVERY,All,6035,f,,,t,,75000,12.9400,,t,2026-05-28 10:17:12.178,2026-05-28 10:17:12.178,1.00,1.0000,1.0000,1.0000,0.00,,0.00,0.00
bf27bb9c-3dad-411b-97b3-ad098839367e,findash-shipping-2.myshopify.com,CASTLE,STANDARD_DELIVERY,All,9016,f,,,t,,75000,31.2900,,t,2026-05-28 10:17:12.178,2026-05-28 10:17:12.178,1.00,1.0000,1.0000,1.0000,0.00,,0.00,0.00
